carname,officialprice,carfuelc,brand,MIITfuelc,displacement,rank,gearbox,cartype,ranking,carstrength,configuration,major,ownerevaluate,price,versions1,versionsp1,versions2,versionsp2
蒂维拉,12.98-18.98万,8.00-9.30L/100km,双龙,暂无信息,['1.6L'],小型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.0,较弱,测试中,一般,较弱, 2015款 Concept,未上市, 2015款 1.6L 自动四驱致酷版,18.98万
力帆X80,10.99-14.99万,8.00-9.80L/100km,力帆,暂无信息,['2.0T'],中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分49.6,一般,测试中,优秀,一般, 2017款 2.0T SX 自动舒适版,13.99万, 2017款 2.0T LX 自动实用版,12.99万
天逸 C5 AIRCROSS,15.27-23.67万,8.00-10.00L/100km,雪铁龙,暂无信息,"['1.6T', '1.8T']",紧凑型SUV,['手自一体'],[],该车车实力评分高于56%同级别车系查看详情,72.3,一般,良好,优秀,一般, 2018款 1.6T 350THP乐享型,17.37万, 2017款 1.8T 380THP豪华型,20.97万
圣达菲5,7.68-11.18万,8.00-10.30L/100km,华泰,暂无信息,['1.5T'],紧凑型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.1,较弱,测试中,优秀,一般, 2017款 1.5T 自动荣耀黄金版,10.18万, 2017款 1.5T 手动倔强青铜版,7.68万
纳智捷优6 SUV,12.98-16.98万,8.00-10.50L/100km,纳智捷,暂无信息,"['1.6T', '1.8T', '2.0T']",紧凑型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.4,较弱,测试中,良好,一般, 2018款 1.8T AT 经典天窗版,15.38万, 2017款 改款 1.8T AT 时尚型,13.68万
标致5008,18.77-27.97万,8.00-10.50L/100km,标致,暂无信息,"['1.6T', '1.8T']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.6,一般,测试中,良好,一般, 2017款 380THP 豪华版 7座,25.47万, 2017款 380THP 豪华GT版 7座,27.97万
宝马X3,39.98-58.58万,8.00-10.50L/100km,宝马,暂无信息,['2.0T'],中型SUV,['手自一体'],[],该车车实力评分高于81%同级别车系查看详情,78.6,良好,良好,优秀,较弱, 2018款 xDrive30i 领先型M运动套装,49.68万, 2018款 xDrive30i M Sport,未上市
指南者,15.98-24.18万,8.00-10.50L/100km,Jeep,暂无信息,"['1.4T', '2.4L']",紧凑型SUV,"['手动', '手自一体', '双离合']",[],该车车实力评分高于46%同级别车系查看详情,71.0,一般,优秀,一般,一般, 2017款 200TS 自动高性能四驱版,24.18万, 2017款 200T 自动舒享版,16.98万
传祺GS5,10.98-16.98万,8.00-10.60L/100km,广汽传祺,8.80-9.50L/100km,"['1.5T', '1.8T', '2.0L']",紧凑型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分51.1,一般,测试中,优秀,良好, 2019款 270T 自动豪华版,14.68万, 2019款 270T 自动尊贵版,16.98万
欧尚COS1°(科赛),9.38-14.58万,8.00-10.70L/100km,欧尚汽车,暂无信息,['1.5T'],中型SUV,"['手动', '手自一体']",[],该车车实力评分高于17%同级别车系查看详情,70.0,一般,良好,良好,一般, 2018款 1.5T 自动 智,14.58万, 2018款 1.5T 自动 妙,13.28万
北汽幻速S7,7.88-11.58万,8.00-10.80L/100km,北汽幻速,暂无信息,['1.5T'],中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分48.0,一般,测试中,一般,良好, 2018款 幻速S7L 基本型,未上市, 2018款 1.5T 自动尊贵型,10.68万
哈弗H5,10.78-13.68万,8.00-11.20L/100km,哈弗,暂无信息,"['2.0L', '2.0T', '2.4L', '2.5T']",紧凑型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分47.7,一般,测试中,良好,良好, 2018款 经典版 2.0T 手动四驱进取型,10.78万, 2018款 经典版 2.0T 手动四驱尊贵型,12.78万
MINI COUNTRYMAN,24.38-36.38万,8.00-11.50L/100km,MINI,7.60-8.10L/100km,"['1.5T', '1.6L', '1.6T', '2.0T']",小型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.3,一般,测试中,良好,一般, 2018款 1.5T COOPER 非常假日版 辣椒红,停售, 2017款 基本型,未上市
瑞风S7,9.78-17.38万,8.00-11.60L/100km,江淮,暂无信息,"['1.5T', '2.0T']",紧凑型SUV,"['手动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.9,一般,测试中,优秀,一般, 2018款 运动版 1.5T 自动豪华智能型 7座,15.08万, 2018款 运动版 1.5T 自动旗舰型 5座,16.58万
众泰T500,6.98-12.38万,8.00-12.00L/100km,众泰,暂无信息,"['1.5T', '1.6L']",中型SUV,"['手动', '手自一体']",[],该车车实力评分高于2%同级别车系查看详情,65.4,一般,一般,良好,良好, 2018款 1.5T 自动豪华型,8.98万, 2018款 1.5T 自动智能互联旗舰型,12.38万
途岳,16.98-22.98万,8.00-12.00L/100km,大众,暂无信息,"['1.4T', '2.0T']",紧凑型SUV,['双离合'],[],该车车实力评分高于71%同级别车系查看详情,74.6,一般,良好,优秀,一般, 2019款 330TSI 四驱旗舰版 国VI,22.98万, 2019款 280TSI 风尚版 国V,16.98万
众泰T600 Coupe,8.68-14.68万,8.00-12.00L/100km,众泰,暂无信息,"['1.5T', '1.8T']",中型SUV,"['手动', '手自一体', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分47.6,一般,测试中,一般,一般, 2017款 1.8T DCT豪华型,10.58万, 2017款 1.8T DCT旗舰型,13.28万
